propensity_score,weight_ate,weight_att,treatment_high
0.30282927731461645,1.3951504456977195,1.0,1
0.27321827081148004,1.546354861118802,1.0,1
0.5308602763913339,0.795863657548106,1.0,1
0.3376763258289684,1.251175664087852,1.0,1
0.6154196586321848,0.6865110584130928,1.0,1
0.44010439840385573,0.9599822286441025,1.0,1
0.4092267304764634,1.0324164326311158,1.0,1
0.9542762857264959,0.44273593249166787,1.0,1
0.29777175665507943,1.4188464546192499,1.0,1
0.3717831744147363,1.1363946253912538,1.0,1
0.4994411099788041,0.8459303665125518,1.0,1
0.4884166458509909,0.8650245744177645,1.0,1
0.489847731119659,0.862497413737331,1.0,1
0.4884166458509909,0.8650245744177645,1.0,1
0.5121215219329218,0.8249846630564843,1.0,1
0.309068197051287,1.3669876268301289,1.0,1
0.3475902814671092,1.2154896835220748,1.0,1
0.3468853458617642,0.8842361676085766,0.7259978355627459,0
0.3748991266031229,1.1269495478528173,1.0,1
0.4100315040118395,0.9788787074416665,0.9500078758871099,0
0.314258525809401,0.8421651898273237,0.626419765850284,0
0.43512908109468024,1.0223709160021262,1.05294986593309,0
0.4181041139833999,1.0104956805868208,1.0,1
0.9524391161796677,0.4435899303574032,1.0,1
0.4899929633398697,0.8622417724859359,1.0,1
0.49232476830909716,1.1375532283911165,1.325575626911348,0
0.2786320317254899,0.800572834091282,0.5279745497556243,0
0.6642756606814054,0.6360196921597552,1.0,1
0.623930590306649,1.535640985144464,2.2678121159174722,0
0.3397661742576087,1.2434798788871615,1.0,1
0.37554010702552737,0.9248113534295509,0.8220355055994407,0
0.32032159931276305,0.849677727290237,0.6442012394135825,0
0.23518414684224379,0.7550936560739332,0.4203295888368634,0
0.3653136715014629,1.156519545187932,1.0,1
0.4424045338244878,1.0357107146965479,1.0845239218357139,0
0.33920307545256334,0.8739562448474092,0.7016662198186879,0
0.40134655358649923,0.9646776482186986,0.9163952968629627,0
0.43512908109468024,1.0223709160021262,1.05294986593309,0
0.4042210543934703,1.0452013734162144,1.0,1
0.48921578676364463,0.8636115445308078,1.0,1
0.17094563491020565,0.6965859213848359,0.28184725277418,0
0.34365065778952036,0.8798783843360631,0.7156833701191708,0
0.37919379125048525,0.9302542253040023,0.834918274280696,0
0.42831247408963996,1.0101805140221778,1.0240963245560897,0
0.3376763258289684,0.8719416522548534,0.6968978675672433,0
0.49585828702125134,0.8520426345071821,1.0,1
0.3376763258289684,1.251175664087852,1.0,1
0.48921578676364463,1.1306293025876355,1.3091873420959141,0
0.35813337481611873,1.1797068660041288,1.0,1
0.3468853458617642,0.8842361676085766,0.7259978355627459,0
0.31153496582452334,1.3561636656020837,1.0,1
0.3725543701849153,0.9204105843471927,0.8116192967642188,0
0.9662017185411299,10.0,10.0,0
0.3352190994793896,0.8687186986448174,0.6892694377996039,0
0.3352190994793896,0.8687186986448174,0.6892694377996039,0
0.47998669885913176,0.880216893968139,1.0,1
0.3425897341019242,1.2332313527238072,1.0,1
0.314258525809401,1.3444103071750826,1.0,1
0.519056132799416,0.8139628346883888,1.0,1
0.440675314663342,0.958738525071622,1.0,1
0.33736518980172214,0.8715322375101137,0.6959288211570315,0
0.314258525809401,1.3444103071750826,1.0,1
0.3176779142760085,0.8463856159242135,0.6364091197055125,0
0.33736518980172214,1.2523295644820815,1.0,1
0.3468853458617642,1.2179597848568993,1.0,1
0.43551133207902054,0.9701065623228079,1.0,1
